company_id,date,flow_type,amount,security,notes
C002,2022-06-30,Contribution,-0.02134544644854521,Fee,Mgmt fee allocation (synthetic)
C002,2022-09-30,Contribution,-0.02134544644854521,Fee,Mgmt fee allocation (synthetic)
C002,2022-12-31,Distribution,34.09753554523102,Sale,Exit proceeds
C003,2021-03-31,Contribution,-5.681628638090157,Equity,Entry investment
C003,2021-03-31,Contribution,-0.028408143190450784,Fee,Mgmt fee allocation (synthetic)
C003,2021-06-30,Contribution,-0.028408143190450784,Fee,Mgmt fee allocation (synthetic)
C003,2021-09-30,Contribution,-0.028408143190450784,Fee,Mgmt fee allocation (synthetic)
C003,2021-12-31,Contribution,-0.028408143190450784,Fee,Mgmt fee allocation (synthetic)
C003,2022-03-31,Contribution,-0.028408143190450784,Fee,Mgmt fee allocation (synthetic)
C003,2022-06-30,Contribution,-0.028408143190450787,Fee,Mgmt fee allocation (synthetic)
C003,2022-09-30,Contribution,-0.028408143190450787,Fee,Mgmt fee allocation (synthetic)
C003,2022-12-31,Contribution,-0.028408143190450787,Fee,Mgmt fee allocation (synthetic)
C003,2023-03-31,Contribution,-0.028408143190450787,Fee,Mgmt fee allocation (synthetic)
C003,2023-06-30,Contribution,-0.028408143190450787,Fee,Mgmt fee allocation (synthetic)
C003,2023-09-30,Contribution,-0.028408143190450787,Fee,Mgmt fee allocation (synthetic)
C003,2023-12-31,Contribution,-0.028408143190450787,Fee,Mgmt fee allocation (synthetic)
C003,2024-03-31,Contribution,-0.028408143190450787,Fee,Mgmt fee allocation (synthetic)
C003,2024-06-30,Contribution,-0.02840814319045078,Fee,Mgmt fee allocation (synthetic)
C003,2024-09-30,Contribution,-0.02840814319045078,Fee,Mgmt fee allocation (synthetic)
C003,2024-12-31,Contribution,-0.02840814319045078,Fee,Mgmt fee allocation (synthetic)
C003,2025-03-31,Contribution,-0.02840814319045078,Fee,Mgmt fee allocation (synthetic)
C003,2025-06-30,Contribution,-0.028408143190450784,Fee,Mgmt fee allocation (synthetic)
C003,2025-09-30,Contribution,-0.028408143190450784,Fee,Mgmt fee allocation (synthetic)
C003,2025-12-31,Contribution,-0.028408143190450784,Fee,Mgmt fee allocation (synthetic)
C003,2026-03-31,Contribution,-0.028408143190450787,Fee,Mgmt fee allocation (synthetic)
C003,2026-06-30,Contribution,-0.028408143190450787,Fee,Mgmt fee allocation (synthetic)
C003,2026-09-30,Contribution,-0.028408143190450787,Fee,Mgmt fee allocation (synthetic)
C003,2026-12-31,Contribution,-0.02840814319045078,Fee,Mgmt fee allocation (synthetic)
C004,2019-12-31,Contribution,-1.7118258882871198,Equity,Entry investment
C004,2019-12-31,Contribution,-0.0085591294414356,Fee,Mgmt fee allocation (synthetic)
C004,2020-03-31,Contribution,-0.0085591294414356,Fee,Mgmt fee allocation (synthetic)
C004,2020-06-30,Contribution,-0.0085591294414356,Fee,Mgmt fee allocation (synthetic)
C004,2020-09-30,Contribution,-0.0085591294414356,Fee,Mgmt fee allocation (synthetic)
C004,2020-12-31,Contribution,-0.21614511338857892,Equity,Follow-on / add-on
C004,2020-12-31,Contribution,-0.008559129441435599,Fee,Mgmt fee allocation (synthetic)
C004,2021-03-31,Contribution,-0.008559129441435599,Fee,Mgmt fee allocation (synthetic)
C004,2021-06-30,Contribution,-0.008559129441435599,Fee,Mgmt fee allocation (synthetic)
C004,2021-09-30,Contribution,-0.0085591294414356,Fee,Mgmt fee allocation (synthetic)
C004,2021-12-31,Contribution,-0.0085591294414356,Fee,Mgmt fee allocation (synthetic)
C004,2022-03-31,Contribution,-0.0085591294414356,Fee,Mgmt fee allocation (synthetic)
C004,2022-06-30,Contribution,-0.0085591294414356,Fee,Mgmt fee allocation (synthetic)
C004,2022-09-30,Contribution,-0.0085591294414356,Fee,Mgmt fee allocation (synthetic)
C004,2022-12-31,Contribution,-0.008559129441435599,Fee,Mgmt fee allocation (synthetic)
C004,2023-03-31,Contribution,-0.008559129441435599,Fee,Mgmt fee allocation (synthetic)
C004,2023-06-30,Contribution,-0.008559129441435599,Fee,Mgmt fee allocation (synthetic)
C004,2023-09-30,Contribution,-0.008559129441435599,Fee,Mgmt fee allocation (synthetic)
C004,2023-12-31,Contribution,-0.008559129441435599,Fee,Mgmt fee allocation (synthetic)
C004,2024-03-31,Contribution,-0.0085591294414356,Fee,Mgmt fee allocation (synthetic)
C004,2024-06-30,Contribution,-0.008559129441435599,Fee,Mgmt fee allocation (synthetic)
C004,2024-09-30,Contribution,-0.008559129441435599,Fee,Mgmt fee allocation (synthetic)
C004,2024-12-31,Contribution,-0.008559129441435599,Fee,Mgmt fee allocation (synthetic)
C004,2025-03-31,Contribution,-0.008559129441435599,Fee,Mgmt fee allocation (synthetic)
C004,2025-06-30,Distribution,10.180200135366741,Sale,Exit proceeds
C005,2018-12-31,Contribution,-29.026874174845815,Equity,Entry investment
C005,2018-12-31,Contribution,-0.14513437087422906,Fee,Mgmt fee allocation (synthetic)
C005,2019-03-31,Contribution,-0.1451343708742291,Fee,Mgmt fee allocation (synthetic)
C005,2019-06-30,Contribution,-4.437909245146299,Equity,Follow-on / add-on
C005,2019-06-30,Contribution,-0.1451343708742291,Fee,Mgmt fee allocation (synthetic)
C005,2019-09-30,Contribution,-0.1451343708742291,Fee,Mgmt fee allocation (synthetic)
C005,2019-12-31,Contribution,-0.14513437087422906,Fee,Mgmt fee allocation (synthetic)
C005,2020-03-31,Contribution,-0.14513437087422906,Fee,Mgmt fee allocation (synthetic)
C005,2020-06-30,Contribution,-0.14513437087422906,Fee,Mgmt fee allocation (synthetic)
C005,2020-09-30,Contribution,-0.14513437087422906,Fee,Mgmt fee allocation (synthetic)
C005,2020-12-31,Contribution,-0.14513437087422906,Fee,Mgmt fee allocation (synthetic)
C005,2021-03-31,Contribution,-0.14513437087422906,Fee,Mgmt fee allocation (synthetic)
C005,2021-06-30,Contribution,-0.1451343708742291,Fee,Mgmt fee allocation (synthetic)
C005,2021-09-30,Contribution,-0.1451343708742291,Fee,Mgmt fee allocation (synthetic)
C005,2021-12-31,Contribution,-0.1451343708742291,Fee,Mgmt fee allocation (synthetic)
C005,2022-03-31,Contribution,-0.1451343708742291,Fee,Mgmt fee allocation (synthetic)
C005,2022-06-30,Contribution,-0.1451343708742291,Fee,Mgmt fee allocation (synthetic)
C005,2022-09-30,Contribution,-0.1451343708742291,Fee,Mgmt fee allocation (synthetic)
C005,2022-12-31,Contribution,-0.14513437087422906,Fee,Mgmt fee allocation (synthetic)
C005,2023-03-31,Contribution,-0.14513437087422906,Fee,Mgmt fee allocation (synthetic)
C005,2023-06-30,Contribution,-0.14513437087422906,Fee,Mgmt fee allocation (synthetic)
C005,2023-09-30,Contribution,-0.14513437087422906,Fee,Mgmt fee allocation (synthetic)
C005,2023-12-31,Contribution,-0.14513437087422906,Fee,Mgmt fee allocation (synthetic)
C005,2024-03-31,Contribution,-0.1451343708742291,Fee,Mgmt fee allocation (synthetic)
C005,2024-06-30,Distribution,237.1168427983024,Sale,Exit proceeds
C006,2021-12-31,Contribution,-4.15328536748777,Equity,Entry investment
C006,2021-12-31,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C006,2022-03-31,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C006,2022-06-30,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C006,2022-09-30,Contribution,-0.6741300127014541,Equity,Follow-on / add-on
C006,2022-09-30,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C006,2022-12-31,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C006,2023-03-31,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C006,2023-06-30,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C006,2023-09-30,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C006,2023-12-31,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C006,2024-03-31,Contribution,-0.020766426837438855,Fee,Mgmt fee allocation (synthetic)
C006,2024-06-30,Contribution,-0.02076642683743885,Fee,Mgmt fee allocation (synthetic)
C006,2024-09-30,Contribution,-0.02076642683743885,Fee,Mgmt fee allocation (synthetic)
C006,2024-12-31,Contribution,-0.02076642683743885,Fee,Mgmt fee allocation (synthetic)
C006,2025-03-31,Contribution,-0.02076642683743885,Fee,Mgmt fee allocation (synthetic)
C006,2025-06-30,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C006,2025-09-30,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C006,2025-12-31,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C006,2026-03-31,Contribution,-0.020766426837438855,Fee,Mgmt fee allocation (synthetic)
C006,2026-06-30,Contribution,-0.020766426837438855,Fee,Mgmt fee allocation (synthetic)
C006,2026-09-30,Contribution,-0.020766426837438855,Fee,Mgmt fee allocation (synthetic)
C006,2026-12-31,Contribution,-0.020766426837438852,Fee,Mgmt fee allocation (synthetic)
C007,2021-12-31,Contribution,-8.763694896247928,Equity,Entry investment
C007,2021-12-31,Contribution,-0.04381847448123964,Fee,Mgmt fee allocation (synthetic)
C007,2022-03-31,Contribution,-0.04381847448123964,Fee,Mgmt fee allocation (synthetic)
C007,2022-06-30,Contribution,-0.04381847448123965,Fee,Mgmt fee allocation (synthetic)
C007,2022-09-30,Contribution,-0.04381847448123965,Fee,Mgmt fee allocation (synthetic)
C007,2022-12-31,Contribution,-2.242920943460777,Equity,Follow-on / add-on
C007,2022-12-31,Contribution,-0.04381847448123964,Fee,Mgmt fee allocation (synthetic)
C007,2023-03-31,Contribution,-0.04381847448123964,Fee,Mgmt fee allocation (synthetic)
C007,2023-06-30,Contribution,-0.04381847448123964,Fee,Mgmt fee allocation (synthetic)
C007,2023-09-30,Contribution,-0.04381847448123964,Fee,Mgmt fee allocation (synthetic)
C007,2023-12-31,Contribution,-0.04381847448123964,Fee,Mgmt fee allocation (synthetic)
C007,2024-03-31,Contribution,-0.04381847448123965,Fee,Mgmt fee allocation (synthetic)
C007,2024-06-30,Contribution,-0.043818474481239635,Fee,Mgmt fee allocation (synthetic)
C007,2024-09-30,Contribution,-0.043818474481239635,Fee,Mgmt fee allocation (synthetic)
C007,2024-12-31,Contribution,-0.043818474481239635,Fee,Mgmt fee allocation (synthetic)
C007,2025-03-31,Contribution,-0.043818474481239635,Fee,Mgmt fee allocation (synthetic)
C007,2025-06-30,Contribution,-0.04381847448123964,Fee,Mgmt fee allocation (synthetic)
C007,2025-09-30,Contribution,-0.04381847448123964,Fee,Mgmt fee allocation (synthetic)
C007,2025-12-31,Distribution,70.76749378243144,Sale,Exit proceeds
C008,2021-09-30,Contribution,-9.5449804372848,Equity,Entry investment
C008,2021-09-30,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2021-12-31,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2022-03-31,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2022-06-30,Contribution,-0.047724902186423994,Fee,Mgmt fee allocation (synthetic)
C008,2022-09-30,Contribution,-3.6069032815489144,Equity,Follow-on / add-on
C008,2022-09-30,Contribution,-0.047724902186423994,Fee,Mgmt fee allocation (synthetic)
C008,2022-12-31,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2023-03-31,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2023-06-30,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2023-09-30,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2023-12-31,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2024-03-31,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2024-06-30,Contribution,-0.047724902186423994,Fee,Mgmt fee allocation (synthetic)
C008,2024-09-30,Contribution,-0.047724902186423994,Fee,Mgmt fee allocation (synthetic)
C008,2024-12-31,Contribution,-0.047724902186423994,Fee,Mgmt fee allocation (synthetic)
C008,2025-03-31,Contribution,-0.047724902186423994,Fee,Mgmt fee allocation (synthetic)
C008,2025-06-30,Contribution,-0.047724902186423994,Fee,Mgmt fee allocation (synthetic)
C008,2025-09-30,Contribution,-0.047724902186423994,Fee,Mgmt fee allocation (synthetic)
C008,2025-12-31,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2026-03-31,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2026-06-30,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2026-09-30,Contribution,-0.047724902186424,Fee,Mgmt fee allocation (synthetic)
C008,2026-12-31,Contribution,-0.047724902186423994,Fee,Mgmt fee allocation (synthetic)
C009,2018-03-31,Contribution,-6.398260588585245,Equity,Entry investment
C009,2018-03-31,Contribution,-0.03199130294292622,Fee,Mgmt fee allocation (synthetic)
C009,2018-06-30,Contribution,-0.03199130294292622,Fee,Mgmt fee allocation (synthetic)
C009,2018-09-30,Contribution,-0.03199130294292622,Fee,Mgmt fee allocation (synthetic)
C009,2018-12-31,Contribution,-1.2167311027924255,Equity,Follow-on / add-on
C009,2018-12-31,Contribution,-0.03199130294292622,Fee,Mgmt fee allocation (synthetic)
C009,2019-03-31,Contribution,-0.03199130294292622,Fee,Mgmt fee allocation (synthetic)
C009,2019-06-30,Contribution,-0.03199130294292622,Fee,Mgmt fee allocation (synthetic)
C009,2019-09-30,Contribution,-0.03199130294292622,Fee,Mgmt fee allocation (synthetic)
C009,2019-12-31,Distribution,0.5400687551708712,Dividend Recap,Partial recap distribution
C009,2019-12-31,Contribution,-0.03199130294292623,Fee,Mgmt fee allocation (synthetic)
C009,2020-03-31,Contribution,-0.03199130294292623,Fee,Mgmt fee allocation (synthetic)
C009,2020-06-30,Contribution,-0.03199130294292622,Fee,Mgmt fee allocation (synthetic)
C009,2020-09-30,Contribution,-0.03199130294292622,Fee,Mgmt fee allocation (synthetic)
C009,2020-12-31,Distribution,98.16867515095262,Sale,Exit proceeds
C010,2021-06-30,Contribution,-7.785422411999532,Equity,Entry investment
C010,2021-06-30,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2021-09-30,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2021-12-31,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2022-03-31,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2022-06-30,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2022-09-30,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2022-12-31,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2023-03-31,Distribution,1.4782851715490664,Dividend Recap,Partial recap distribution
C010,2023-03-31,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2023-06-30,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2023-09-30,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2023-12-31,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2024-03-31,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2024-06-30,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2024-09-30,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2024-12-31,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2025-03-31,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2025-06-30,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2025-09-30,Contribution,-0.03892711205999766,Fee,Mgmt fee allocation (synthetic)
C010,2025-12-31,Contribution,-0.038927112059997666,Fee,Mgmt fee allocation (synthetic)
C010,2026-03-31,Contribution,-0.038927112059997666,Fee,Mgmt fee allocation (synthetic)
C010,2026-06-30,Contribution,-0.038927112059997666,Fee,Mgmt fee allocation (synthetic)
C010,2026-09-30,Contribution,-0.038927112059997666,Fee,Mgmt fee allocation (synthetic)
C010,2026-12-31,Distribution,46.00808240554863,Sale,Exit proceeds
C011,2020-06-30,Contribution,-2.9032520329355354,Equity,Entry investment
C011,2020-06-30,Contribution,-0.014516260164677677,Fee,Mgmt fee allocation (synthetic)
C011,2020-09-30,Contribution,-0.014516260164677677,Fee,Mgmt fee allocation (synthetic)
C011,2020-12-31,Contribution,-0.014516260164677677,Fee,Mgmt fee allocation (synthetic)
C011,2021-03-31,Contribution,-0.733604197209242,Equity,Follow-on / add-on
C011,2021-03-31,Contribution,-0.014516260164677677,Fee,Mgmt fee allocation (synthetic)
C011,2021-06-30,Contribution,-0.014516260164677676,Fee,Mgmt fee allocation (synthetic)
C011,2021-09-30,Contribution,-0.014516260164677677,Fee,Mgmt fee allocation (synthetic)
C011,2021-12-31,Contribution,-0.014516260164677677,Fee,Mgmt fee allocation (synthetic)
C011,2022-03-31,Contribution,-0.014516260164677677,Fee,Mgmt fee allocation (synthetic)
C011,2022-06-30,Contribution,-0.014516260164677677,Fee,Mgmt fee allocation (synthetic)
C011,2022-09-30,Contribution,-0.014516260164677677,Fee,Mgmt fee allocation (synthetic)
C011,2022-12-31,Distribution,11.088940462004864,Sale,Exit proceeds
C012,2019-06-30,Contribution,-15.393251627222476,Equity,Entry investment
C012,2019-06-30,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2019-09-30,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2019-12-31,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2020-03-31,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2020-06-30,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2020-09-30,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2020-12-31,Contribution,-0.07696625813611237,Fee,Mgmt fee allocation (synthetic)
C012,2021-03-31,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2021-06-30,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2021-09-30,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2021-12-31,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2022-03-31,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2022-06-30,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2022-09-30,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2022-12-31,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2023-03-31,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2023-06-30,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2023-09-30,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2023-12-31,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2024-03-31,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2024-06-30,Contribution,-0.07696625813611237,Fee,Mgmt fee allocation (synthetic)
C012,2024-09-30,Contribution,-0.07696625813611237,Fee,Mgmt fee allocation (synthetic)
C012,2024-12-31,Contribution,-0.07696625813611237,Fee,Mgmt fee allocation (synthetic)
C012,2025-03-31,Contribution,-0.07696625813611237,Fee,Mgmt fee allocation (synthetic)
C012,2025-06-30,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2025-09-30,Contribution,-0.07696625813611238,Fee,Mgmt fee allocation (synthetic)
C012,2025-12-31,Contribution,-0.0769662581361124,Fee,Mgmt fee allocation (synthetic)
C012,2026-03-31,Distribution,149.99922273831876,Sale,Exit proceeds
C013,2019-03-31,Contribution,-4.111426220771078,Equity,Entry investment
C013,2019-03-31,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2019-06-30,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2019-09-30,Contribution,-1.2543273760553533,Equity,Follow-on / add-on
C013,2019-09-30,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2019-12-31,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2020-03-31,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2020-06-30,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2020-09-30,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2020-12-31,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2021-03-31,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2021-06-30,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2021-09-30,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2021-12-31,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2022-03-31,Contribution,-0.02055713110385539,Fee,Mgmt fee allocation (synthetic)
C013,2022-06-30,Distribution,17.431541517533837,Sale,Exit proceeds
C014,2021-06-30,Contribution,-15.015125675612412,Equity,Entry investment
C014,2021-06-30,Contribution,-0.07507562837806206,Fee,Mgmt fee allocation (synthetic)
C014,2021-09-30,Contribution,-0.07507562837806206,Fee,Mgmt fee allocation (synthetic)
C014,2021-12-31,Contribution,-0.07507562837806206,Fee,Mgmt fee allocation (synthetic)
C014,2022-03-31,Contribution,-0.07507562837806206,Fee,Mgmt fee allocation (synthetic)
C014,2022-06-30,Contribution,-0.07507562837806206,Fee,Mgmt fee allocation (synthetic)
C014,2022-09-30,Contribution,-0.07507562837806206,Fee,Mgmt fee allocation (synthetic)
C014,2022-12-31,Contribution,-0.07507562837806206,Fee,Mgmt fee allocation (synthetic)
C014,2023-03-31,Contribution,-0.07507562837806206,Fee,Mgmt fee allocation (synthetic)
C014,2023-06-30,Contribution,-0.07507562837806206,Fee,Mgmt fee allocation (synthetic)
C014,2023-09-30,Contribution,-0.07507562837806206,Fee,Mgmt fee allocation (synthetic)
C014,2023-12-31,Contribution,-0.07507562837806206,Fee,Mgmt fee allocation (synthetic)
C014,2024-03-31,Distribution,120.42249932988686,Sale,Exit proceeds
