company_id,as_of_date,current_ev,current_ebitda,ev_to_ebitda,equity_value
C005,2024-06-30,296.03922366438593,21.980783334454937,13.4680925224509,174.89503430687586
C005,2024-09-30,298.1524301093835,22.663697384204017,13.155507023191532,175.33251211123132
C005,2024-12-31,337.876007833096,24.312542367767335,13.89718947209073,205.36795047309985
C005,2025-03-31,332.43893912121933,25.04810958946007,13.272017113064113,199.64783612777947
C005,2025-06-30,335.7447964540437,25.646055489822057,13.091478983475179,195.09809434275715
C005,2025-09-30,345.9320036951581,27.33674934118292,12.65446741226142,205.45467180501365
C005,2025-12-31,367.42798162589634,27.464115119730657,13.378475149265968,233.8375260860521
C006,2023-03-31,54.2146195446203,8.248947714365501,6.572307332025612,25.393011455905445
C006,2023-06-30,53.858789892779235,8.084798298806708,6.661735754215245,23.80763502100313
C006,2023-09-30,45.78767427322715,7.994002282611842,5.727753464972387,18.360885281743972
C006,2023-12-31,47.03238645626317,7.452259725713217,6.311157714214254,21.582724481389782
C006,2024-03-31,50.99170917225396,7.795614751127823,6.541076079327392,26.485073210439747
C006,2024-06-30,60.598101085197996,10.335621221777608,5.863034237121146,28.920233256348585
C006,2024-09-30,56.52596223821472,9.018185825430821,6.267997059764992,29.963311228695737
C006,2024-12-31,55.12417767556922,8.40117903689396,6.561481124671929,28.123266736668697
C006,2025-03-31,52.822216248161524,8.803292746206484,6.000279414872768,26.666764921192396
C006,2025-06-30,58.1851440442403,9.135795509166368,6.3689192677157065,33.42080552863799
C006,2025-09-30,50.82995335208277,9.345703039638616,5.438858172198919,22.663005110694744
C006,2025-12-31,54.44208679542781,9.277754714398093,5.868023942359616,27.91870970679154
C007,2023-03-31,95.98862946199168,7.460644768356889,12.865996497931631,68.01645546631552
C007,2023-06-30,119.9607635739837,9.2732505663939,12.93621505372878,82.21932888391598
C007,2023-09-30,110.36500817009278,8.745917224381497,12.619031868083761,77.5737486019892
C007,2023-12-31,123.3836292417196,10.20109647170009,12.095134046032287,85.82742985509088
C007,2024-03-31,127.7269440543244,10.882003738954994,11.737447175936195,86.71490527368857
C007,2024-06-30,161.61700182453995,13.044556868356207,12.389612269359207,117.28008276568987
C007,2024-09-30,165.6914051948767,13.756755386414927,12.04436660685995,119.77727731143221
C007,2024-12-31,175.67733590833865,15.049850258791416,11.673028826696545,123.7284491018421
C007,2025-03-31,189.75223983982315,16.4862455264813,11.509730310338428,138.4824094876614
C007,2025-06-30,207.31315029685769,18.265683535043895,11.349870914992806,151.67810975455842
C007,2025-09-30,193.24167160998897,18.317453908090254,10.54959234943892,139.5955889842192
C007,2025-12-31,229.93641921421894,21.652920078618823,10.61918754511405,169.9289681684214
C008,2023-03-31,93.26758100212655,8.14216418893239,11.454888262865637,57.89670878450393
C008,2023-06-30,103.29993998964052,8.533437328045874,12.105314191520034,65.26215288493961
C008,2023-09-30,110.96594999135316,9.153146720369518,12.123256993620375,73.09307006384628
C008,2023-12-31,109.16972031083931,9.23705321923548,11.818673955834901,73.37613583258356
C008,2024-03-31,115.47541066098881,10.564332360474802,10.93068702505294,76.85351818234655
C008,2024-06-30,131.36788997453377,12.179087926899465,10.786348761337601,86.7069004629166
C008,2024-09-30,122.2392669622337,11.235565582055935,10.879671883848841,82.14973771087642
C008,2024-12-31,143.06905475935108,13.353795614543206,10.71373704443544,97.55610457396651
C008,2025-03-31,152.9922853579897,14.886503990060927,10.277247462542986,104.71404276297997
C008,2025-06-30,158.78958591741292,15.352210716063755,10.343108810463614,112.76786720296121
C008,2025-09-30,163.65508422042055,15.93630998569392,10.269321089219165,116.8189365505809
C008,2025-12-31,174.12372593098627,17.55818737209778,9.916953398486411,127.45746902479874
C009,2023-03-31,84.28007493426327,7.276528529676958,11.5824564681539,49.211721877256494
C009,2023-06-30,92.02537396191876,7.90062200829873,11.647864416909995,54.12012016072528
C009,2023-09-30,86.79639376151037,7.542087043970623,11.508272611478024,50.86793991308799
C009,2023-12-31,102.6829450911659,8.862210226404766,11.586606779562086,62.342252034520136
C009,2024-03-31,105.2945408552558,9.150920678450799,11.506442308390941,66.60996240888608
C009,2024-06-30,107.12465463077682,9.985948037739023,10.727539761465806,63.653191270577345
C009,2024-09-30,118.45046050963762,10.4276240021847,11.359295318360248,78.80525726436608
C009,2024-12-31,114.39596528426594,9.838629970493843,11.627225094077192,75.53130378736745
C009,2025-03-31,126.76512988571614,10.839931517597577,11.694274053293164,81.54867418180312
C009,2025-06-30,124.48077262042831,11.475157454506908,10.847848764945535,83.35843649136166
C009,2025-09-30,138.60056667912502,12.16473628927123,11.393635125601918,94.16400913918196
C009,2025-12-31,136.04700528436095,12.142228518706432,11.204451067179773,92.21736754853757
C010,2023-03-31,92.0219230666777,10.783161486389204,8.533853748071031,31.490430269819264
C010,2023-06-30,118.44404719538197,11.78571067001028,10.049801026998965,54.238160930452096
C010,2023-09-30,129.62437541094067,13.384695532074216,9.684521780889018,59.53935915946933
C010,2023-12-31,126.59746697674765,12.598339632717776,10.048742188849644,61.43508135958919
C010,2024-03-31,129.55927030992754,13.236131823830611,9.788303111084637,64.54881481400004
C010,2024-06-30,127.75692137285513,13.875137845141914,9.207614569219325,64.17723597148986
C010,2024-09-30,123.78810756767923,14.23020741361064,8.698967201931346,56.48610923605159
C010,2024-12-31,121.68345063048707,14.06912872771447,8.648968460341507,60.913568742453776
C010,2025-03-31,143.1349158859555,15.957145139433146,8.969957635607503,73.9189958751087
C010,2025-06-30,144.8824847576314,16.51679821276503,8.771826288079174,74.29701933869585
C010,2025-09-30,145.5076342438974,15.676555812386221,9.281862418333636,85.16550407546043
C010,2025-12-31,154.46688563672691,17.400694685265545,8.877052809134423,88.15405902145223
