company_id,period_end,fiscal_quarter,revenue,ebitda,capex,net_debt
C002,2025-06-30,Q2 2025,76.51879393231701,17.605918222345412,3.6342518918423297,70.2297145809538
C002,2025-09-30,Q3 2025,78.58484638068272,19.645277221783324,3.068015129454419,68.56380105840756
C002,2025-12-31,Q4 2025,78.93920753976509,20.09563937163379,3.133322717921517,67.94346803568088
C003,2023-03-31,Q1 2023,77.39254457203707,11.924080004376865,3.0256474238123383,65.20947534389146
C003,2023-06-30,Q2 2023,78.25003669806861,9.9326887377995,4.3438121496773805,53.05980699018557
C003,2023-09-30,Q3 2023,78.89773004540466,11.169377623047785,4.2139972881781524,57.075681481145416
C003,2023-12-31,Q4 2023,80.08873145439247,11.416949459237545,3.2739656173451768,59.78706404867977
C003,2024-03-31,Q1 2024,80.92940668444885,13.037615875535748,4.025960535442445,62.78454797390948
C003,2024-06-30,Q2 2024,81.85207794644016,13.835301105161344,3.9072902171033976,65.08895131709835
C003,2024-09-30,Q3 2024,81.72578868562618,14.632006265637251,4.50340415511469,67.74790553279037
C003,2024-12-31,Q4 2024,82.16039407851912,12.981218581637288,4.69312285428137,59.23523313977156
C003,2025-03-31,Q1 2025,85.02357623015281,15.455796101735235,4.749486934469259,67.82488690180585
C003,2025-06-30,Q2 2025,85.61408209124284,15.098292890683808,5.253476764341183,59.21704399347711
C003,2025-09-30,Q3 2025,85.81535005782588,16.338716280664944,4.85304197822364,69.21728374361128
C003,2025-12-31,Q4 2025,87.44995363645705,15.614034516534364,3.264940796310652,61.246571257467366
C004,2023-03-31,Q1 2023,33.39396619583111,3.1196446890884832,1.1355865933582185,15.183322306688746
C004,2023-06-30,Q2 2023,33.6715686983327,3.225959101997479,1.4187986109643416,16.000932308723968
C004,2023-09-30,Q3 2023,34.09509041189613,3.1826006506590385,1.5454422875711857,15.291627922679169
C004,2023-12-31,Q4 2023,34.064141135328356,3.2841392673539023,1.2685090034955895,15.891136488567476
C004,2024-03-31,Q1 2024,33.69957252249959,3.887447828916626,1.2892007337315936,18.696871200688012
C004,2024-06-30,Q2 2024,34.01972443426756,3.2719375394993335,1.2195242726367252,13.90617643240889
C004,2024-09-30,Q3 2024,33.93210219898052,3.953667712891313,1.6287870226920775,17.63973700696857
C004,2024-12-31,Q4 2024,33.50278578245575,3.887916100099293,1.5673835884334884,17.057377936197827
C004,2025-03-31,Q1 2025,34.1589450809822,4.391347291001926,1.3742280777926745,19.293551720160604
C004,2025-06-30,Q2 2025,34.53739273630917,4.658552724399174,1.1653879852222315,19.838374553236267
C004,2025-09-30,Q3 2025,35.16244798506795,5.179502187516506,1.138338368971203,21.08195136314466
C004,2025-12-31,Q4 2025,35.06260688209206,4.444309701489411,1.76476516414758,18.750813800535507
C005,2023-03-31,Q1 2023,58.72045521391917,17.363113555623325,5.377148844768256,106.56658184025615
C005,2023-06-30,Q2 2023,59.82628901654693,17.4699091626715,4.940805963988447,102.57090157973147
C005,2023-09-30,Q3 2023,60.258907916962265,18.219956789224934,5.913926977238594,107.52571275301263
C005,2023-12-31,Q4 2023,61.181262670908566,18.778570044808,4.4283009026251365,112.06446832182957
C005,2024-03-31,Q1 2024,62.17346443672609,20.163592467324893,4.7155972615174155,110.2949642085819
C005,2024-06-30,Q2 2024,64.03126613220046,21.980783334454937,4.820885407547406,121.14418935751006
C005,2024-09-30,Q3 2024,65.39796680363713,22.663697384204017,3.9816812734985128,122.81991799815218
C005,2024-12-31,Q4 2024,66.57149732929473,24.312542367767335,4.710120893476831,132.50805735999617
C005,2025-03-31,Q1 2025,68.78764250254704,25.04810958946007,5.006439254174671,132.79110299343986
C005,2025-06-30,Q2 2025,69.64387810666427,25.646055489822057,5.956712835792392,140.64670211128654
C005,2025-09-30,Q3 2025,70.62625354574641,27.33674934118292,4.764504675243791,140.47733189014443
C005,2025-12-31,Q4 2025,70.61442010895647,27.464115119730657,6.733509156720431,133.59045553984424
C006,2023-03-31,Q1 2023,50.61716655712292,8.248947714365501,2.900922341829427,28.821608088714854
C006,2023-06-30,Q2 2023,50.222850026900154,8.084798298806708,3.2409652776061106,30.051154871776106
C006,2023-09-30,Q3 2023,48.686184902619075,7.994002282611842,2.182354946574415,27.426788991483175
C006,2023-12-31,Q4 2023,49.23396351040998,7.452259725713217,3.3327333105601,25.449661974873386
C006,2024-03-31,Q1 2024,51.91102710872366,7.795614751127823,2.941167880179472,24.506635961814215
C006,2024-06-30,Q2 2024,53.92454483553009,10.335621221777608,3.3407535905469437,31.67786782884941
C006,2024-09-30,Q3 2024,52.93973504227531,9.018185825430821,3.092149639139535,26.56265100951898
C006,2024-12-31,Q4 2024,52.1106320072446,8.40117903689396,3.6482114355416733,27.000910938900525
C006,2025-03-31,Q1 2025,51.843557885292235,8.803292746206484,3.350684662585524,26.15545132696913
C006,2025-06-30,Q2 2025,52.816559981731274,9.135795509166368,2.5511751918074523,24.76433851560231
C006,2025-09-30,Q3 2025,53.01941028241188,9.345703039638616,3.2844370787399213,28.166948241388024
C006,2025-12-31,Q4 2025,53.89071103683987,9.277754714398093,3.3184829366651827,26.523377088636273
C007,2023-03-31,Q1 2023,51.98074818348826,7.460644768356889,1.59774709042802,27.972173995676155
C007,2023-06-30,Q2 2023,54.02237675174536,9.2732505663939,1.3163715105450136,37.74143469006772
C007,2023-09-30,Q3 2023,53.5912120197327,8.745917224381497,1.486770934845264,32.79125956810359
C007,2023-12-31,Q4 2023,56.643459096682534,10.20109647170009,1.4884317552336663,37.55619938662872
C007,2024-03-31,Q1 2024,59.02024926307255,10.882003738954994,1.757812231864266,41.01203878063584
C007,2024-06-30,Q2 2024,62.37654550055768,13.044556868356207,1.6888572653039648,44.336919058850086
C007,2024-09-30,Q3 2024,63.769163156234725,13.756755386414927,2.343029394867856,45.914127883444486
C007,2024-12-31,Q4 2024,65.30509928543268,15.049850258791416,1.737566367575276,51.94888680649655
C007,2025-03-31,Q1 2025,65.79298442878638,16.4862455264813,1.959788010572854,51.26983035216174
C007,2025-06-30,Q2 2025,71.10501731574227,18.265683535043895,2.4398323816672582,55.63504054229925
C007,2025-09-30,Q3 2025,72.98865432050064,18.317453908090254,2.403641837596234,53.646082625769765
C007,2025-12-31,Q4 2025,77.49575217769947,21.652920078618823,2.710459059275141,60.00745104579755
C008,2023-03-31,Q1 2023,36.92643973214177,8.14216418893239,1.4248796686870933,35.37087221762262
C008,2023-06-30,Q2 2023,38.64965295576424,8.533437328045874,0.9273524085644791,38.03778710470091
C008,2023-09-30,Q3 2023,39.418383243417146,9.153146720369518,0.9359122108986201,37.872879927506865
C008,2023-12-31,Q4 2023,41.139216492025625,9.23705321923548,1.3316690517354488,35.79358447825575
C008,2024-03-31,Q1 2024,41.77984857158254,10.564332360474802,1.1997346219629277,38.621892478642266
C008,2024-06-30,Q2 2024,42.22928400015397,12.179087926899465,1.4228145466737787,44.66098951161717
C008,2024-09-30,Q3 2024,42.15711475413688,11.235565582055935,1.1900340023260494,40.089529251357284
C008,2024-12-31,Q4 2024,45.20187255990281,13.353795614543206,1.127870645668358,45.51295018538457
C008,2025-03-31,Q1 2025,46.49441194036855,14.886503990060927,1.7853993921539228,48.27824259500972
C008,2025-06-30,Q2 2025,48.34854712818937,15.352210716063755,1.3182571874633975,46.0217187144517
C008,2025-09-30,Q3 2025,50.01072230471069,15.93630998569392,1.6367249330269285,46.83614766983964
C008,2025-12-31,Q4 2025,51.92109364555684,17.55818737209778,1.3877135011969743,46.666256906187535
C009,2023-03-31,Q1 2023,41.70554611229921,7.276528529676958,1.69116458072726,35.068353057006775
C009,2023-06-30,Q2 2023,41.86760030995185,7.90062200829873,1.6391426359396521,37.90525380119348
C009,2023-09-30,Q3 2023,42.39522705024765,7.542087043970623,1.812935224910147,35.928453848422386
C009,2023-12-31,Q4 2023,43.093381334102396,8.862210226404766,1.5547287673428434,40.34069305664577
C009,2024-03-31,Q1 2024,42.88208244793439,9.150920678450799,1.7684689410218888,38.684578446369734
C009,2024-06-30,Q2 2024,43.78681245597786,9.985948037739023,2.016734276087203,43.47146336019947
C009,2024-09-30,Q3 2024,44.74188166051241,10.4276240021847,1.7501445692400308,39.64520324527154
C009,2024-12-31,Q4 2024,45.5518756965822,9.838629970493843,1.4677432269209856,38.8646614968985
C009,2025-03-31,Q1 2025,46.23097183869538,10.839931517597577,1.924408100314892,45.21645570391301
C009,2025-06-30,Q2 2025,46.94832655199778,11.475157454506908,1.8098990152026964,41.12233612906665
C009,2025-09-30,Q3 2025,47.33713035667854,12.16473628927123,2.0058817662147272,44.43655753994307
C009,2025-12-31,Q4 2025,48.13067086510295,12.142228518706432,1.909032831386854,43.82963773582338
C010,2023-03-31,Q1 2023,80.47703947629583,10.783161486389204,4.014873167631671,60.53149279685844
C010,2023-06-30,Q2 2023,82.24496401844866,11.78571067001028,4.447314275120583,64.20588626492987
C010,2023-09-30,Q3 2023,83.42421830245944,13.384695532074216,4.366775741316271,70.08501625147134
C010,2023-12-31,Q4 2023,84.98432756100584,12.598339632717776,4.223601216860307,65.16238561715846
C010,2024-03-31,Q1 2024,84.52777370555818,13.236131823830611,4.195704666416401,65.0104554959275
C010,2024-06-30,Q2 2024,85.42534300323695,13.875137845141914,5.212670897802747,63.57968540136527
C010,2024-09-30,Q3 2024,86.09180715196413,14.23020741361064,4.812428101019265,67.30199833162764
C010,2024-12-31,Q4 2024,86.4903652666,14.06912872771447,4.543026967807518,60.7698818880333
C010,2025-03-31,Q1 2025,85.44727588651176,15.957145139433146,4.588926779778289,69.2159200108468
C010,2025-06-30,Q2 2025,86.38561670302654,16.51679821276503,4.163812643085731,70.58546541893556
C010,2025-09-30,Q3 2025,88.61157116521402,15.676555812386221,4.566595023141543,60.34213016843696
C010,2025-12-31,Q4 2025,90.34587441362879,17.400694685265545,3.891893907658038,66.31282661527469
